Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2024,Lose Control,Teddy Swims,71,soul,r&b / soul
2024,All I Want For Christmas Is You,Mariah Carey,70,pop,pop
2024,Snooze,SZA,70,rnb,r&b / soul
2024,Rockin' Around The Christmas Tree,Brenda Lee,63,country,country
2024,Jingle Bell Rock,Bobby Helms,60,country,country
2024,Last Night,Morgan Wallen,60,country pop,country
2024,Fast Car,Luke Combs,56,country,country
2024,Flowers,Miley Cyrus,55,pop,pop
2024,Thinkin' Bout Me,Morgan Wallen,55,country,country
2024,Cruel Summer,Taylor Swift,54,electropop,pop
2024,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,52,country,country
2024,Kill Bill,SZA,52,pop,pop
2024,Stick Season,Noah Kahan,52,indie folk,rock
2024,Cowgirls,Morgan Wallen Featuring ERNEST,49,country,country
2024,Beautiful Things,Benson Boone,48,pop,pop
2024,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",48,jazz,jazz
2024,Need A Favor,Jelly Roll,47,rap,hip hop / rap
2024,Yeah!,Usher Featuring Lil Jon & Ludacris,47,rnb,r&b / soul
2024,A Holly Jolly Christmas,Burl Ives,44,folk,folk / acoustic
2024,It's The Most Wonderful Time Of The Year,Andy Williams,44,pop,pop
2024,Last Christmas,Wham!,44,christmas,holiday
2024,Greedy,Tate McRae,42,pop,pop
2024,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",41,pop,pop
2024,Truck Bed,HARDY,41,country,country
2024,Agora Hills,Doja Cat,39,rnb,r&b / soul
2024,Too Sweet,Hozier,39,2024,pop
2024,Lovin On Me,Jack Harlow,38,rap,hip hop / rap
2024,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,38,jazz,jazz
2024,Wind Up Missin' You,Tucker Wetmore,38,country,country
2024,"""Good Luck, Babe!""",Chappell Roan,37,pop,pop
2024,Feather,Sabrina Carpenter,37,pop,pop
2024,Paint The Town Red,Doja Cat,37,motomano,pop
2024,Save Me,Jelly Roll With Lainey Wilson,37,rap,hip hop / rap
2024,A Bar Song (Tipsy),Shaboozey,36,country,country
2024,Austin,Dasha,36,country,country
2024,Espresso,Sabrina Carpenter,36,pop,pop
2024,Feliz Navidad,Jose Feliciano,36,latin,latin
2024,Dance The Night,Dua Lipa,35,pop,pop
2024,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,35,jazz,jazz
2024,Saturn,SZA,35,alternative rnb,r&b / soul
2024,Vampire,Olivia Rodrigo,35,pop rock,rock
2024,What Was I Made For?,Billie Eilish,35,pop,pop
2024,Not Like Us,Kendrick Lamar,33,diss,hip hop / rap
