Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
1988,Red Red Wine,UB40,36,reggae,reggae
1988,Do You Love Me,The Contours,34,soul,r&b / soul
1988,I'll Always Love You,Taylor Dayne,30,pop,pop
1988,In My Dreams,REO Speedwagon,30,classic rock,rock
1988,Hands To Heaven,Breathe,29,pop,pop
1988,Here I Go Again,Whitesnake,28,hard rock,rock
1988,Please Don't Go Girl,New Kids on the Block,28,pop,pop
1988,Hot In The City,Billy Idol,27,rock,rock
1988,Naughty Girls (Need Love Too),Samantha Fox,27,pop,pop
1988,The Flame,Cheap Trick,27,classic rock,rock
1988,I Found Someone,Cher,26,pop,pop
1988,I Hate Myself For Loving You,Joan Jett & The Blackhearts,26,rock,rock
1988,I Still Believe,Brenda K. Starr,26,salsa,latin
1988,Angel,Aerosmith,25,hard rock,rock
1988,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,25,pop,pop
1988,Need You Tonight,INXS,25,rock,rock
1988,Piano In The Dark,Brenda Russell Featuring Joe Esposito,25,soul,r&b / soul
1988,Push It,Salt-N-Pepa,25,hip-hop,hip hop / rap
1988,Tell It To My Heart(Dub),Taylor Dayne,25,pop,pop
1988,That's What Love Is All About,Michael Bolton,25,pop,pop
1988,U Got The Look,Prince,25,funk,r&b / soul
1988,What's On Your Mind (Pure Energy),Information Society,25,synthpop,pop
1988,Wishing Well,Terence Trent D'Arby,25,soul,r&b / soul
1988,Don't Be Cruel,Bobby Brown,24,rnb,r&b / soul
1988,Don't Shed A Tear,Paul Carrack,24,singer-songwriter,folk / acoustic
1988,I Think We're Alone Now,Tiffany,24,pop,pop
1988,Never Gonna Give You Up,Rick Astley,24,pop,pop
1988,Pour Some Sugar On Me,Def Leppard,24,hard rock,rock
1988,Sweet Child O' Mine,Guns N' Roses,24,rock,rock
1988,Valerie,Steve Winwood,24,classic rock,rock
1988,"""Don't Worry, Be Happy (From ""Cocktail"")""",Bobby McFerrin,23,jazz,jazz
1988,Anything For You,Gloria Estefan & Miami Sound Machine,23,pop,pop
1988,Breakout,Swing Out Sister,23,pop,pop
1988,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine,23,pop,pop
1988,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,23,pop,pop
1988,Don't You Want Me,Jody Watley,23,soul,r&b / soul
1988,Kiss Me Deadly,Lita Ford,23,hard rock,rock
1988,Pump Up The Volume,M/A/R/R/S,23,house,dance / electronic
1988,Beds Are Burning,Midnight Oil,22,rock,rock
1988,Forever Young,Rod Stewart,22,classic rock,rock
1988,Got My Mind Set On You,George Harrison,22,classic rock,rock
1988,I Live For Your Love,Natalie Cole,22,jazz,jazz
1988,Let Me Be The One,Expose,22,pop,pop
1988,"Mony Mony ""Live""",Billy Idol,22,rock,rock
1988,Rocket 2 U,The Jets,22,pop,pop
1988,Shake Your Love,Debbie Gibson,22,pop,pop
1988,Silent Morning,Noel,22,freestyle,dance / electronic
1988,Supersonic,J.J. Fad,22,hip-hop,hip hop / rap
1988,Who Will You Run To,Heart,22,classic rock,rock
1988,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,21,pop,pop
1988,Candle In The Wind,Elton John,21,pop,pop
1988,Cherry Bomb,John Mellencamp,21,rock,rock
1988,Crazy,Icehouse,21,new wave,rock
1988,Electric Blue,Icehouse,21,new wave,rock
1988,Endless Summer Nights,Richard Marx,21,pop,pop
1988,Fast Car,Tracy Chapman,21,folk,folk / acoustic
1988,Hazy Shade Of Winter,The Bangles,21,pop,pop
1988,Heaven Is A Place On Earth,Belinda Carlisle,21,pop,pop
1988,Hold On To The Nights,Richard Marx,21,pop,pop
1988,I Don't Wanna Live Without Your Love,Chicago,21,classic rock,rock
1988,I Want To Be Your Man,Roger,21,funk,r&b / soul
1988,I Won't Forget You,Poison,21,hard rock,rock
1988,I've Been In Love Before,Cutting Crew,21,new wave,rock
1988,If It Isn't Love,New Edition,21,rnb,r&b / soul
1988,Just Got Paid,Johnny Kemp,21,rnb,r&b / soul
1988,Little Lies,Fleetwood Mac,21,classic rock,rock
1988,Love Bites,Def Leppard,21,hard rock,rock
1988,Never Tear Us Apart,INXS,21,rock,rock
1988,Nite And Day,Al B. Sure!,21,rnb,r&b / soul
1988,Pop Goes The World,Men Without Hats,21,new wave,rock
1988,Should've Known Better,Richard Marx,21,pop,pop
1988,Sign Your Name,Terence Trent D'Arby,21,soul,r&b / soul
1988,Two Occasions,The Deele,21,soul,r&b / soul
1988,Wait,White Lion,21,hard rock,rock
1988,"""Get Outta My Dreams, Get Into My Car""",Billy Ocean,20,pop,pop
1988,"""Wild, Wild West""",The Escape Club,20,pop,pop
1988,Another Lover,Giant Steps,20,ska,reggae
1988,Because Of You,The Cover Girls,20,freestyle,pop
1988,Chains Of Love,Erasure,20,synthpop,pop
1988,Could've Been,Tiffany,20,pop,pop
1988,Dude (Looks Like A Lady),Aerosmith,20,hard rock,rock
1988,Faith,George Michael,20,pop,pop
1988,Foolish Beat,Debbie Gibson,20,pop,pop
1988,Girlfriend,Pebbles,20,rnb,r&b / soul
1988,I Want Her,Keith Sweat,20,rnb,r&b / soul
1988,Make It Real,The Jets,20,pop,pop
1988,Make Me Lose Control,Eric Carmen,20,pop,pop
1988,Never Thought (That I Could Love),Dan Hill,20,pop,pop
1988,Seasons Change,Expose,20,pop,pop
1988,Simply Irresistible,Robert Palmer,20,rock,rock
1988,The One I Love,R.E.M.,20,rock,rock
1988,Time And Tide,Basia,20,jazz,jazz
1988,1/2/2003,Gloria Estefan & Miami Sound Machine,19,pop,pop
1988,Animal,Def Leppard,19,hard rock,rock
1988,Here With Me,REO Speedwagon,19,classic rock,rock
1988,Honestly,Stryper,19,hard rock,rock
1988,Hourglass,Squeeze,19,new wave,rock
1988,Is This Love,Whitesnake,19,hard rock,rock
1988,It's A Sin,Pet Shop Boys,19,synthpop,pop
1988,Just Like Heaven,The Cure,19,new wave,rock
1988,Love Will Find A Way,Yes,19,progressive rock,rock
1988,Nothin' But A Good Time,Poison,19,hard rock,rock
1988,Pamela,Toto,19,rock,rock
1988,Parents Just Don't Understand,D.J. Jazzy Jeff & The Fresh Prince,19,hip-hop,hip hop / rap
1988,Promise Me,The Cover Girls,19,freestyle,pop
1988,Rush Hour,Jane Wiedlin,19,pop,pop
1988,Say You Will,Foreigner,19,classic rock,rock
1988,Shattered Dreams,Johnny Hates Jazz,19,pop,pop
1988,So Emotional,Whitney Houston,19,pop,pop
1988,The Loco-Motion,Kylie Minogue,19,pop,pop
1988,There's The Girl,Heart,19,classic rock,rock
1988,When It's Love,Van Halen,19,hard rock,rock
1988,Causing A Commotion,Madonna,18,pop,pop
1988,Don't Know What You Got (Till It's Gone),Cinderella,18,hard rock,rock
1988,Everywhere,Fleetwood Mac,18,classic rock,rock
1988,Groovy Kind Of Love,Phil Collins,18,pop,pop
1988,I Don't Wanna Go On With You Like That,Elton John,18,pop,pop
