Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
1984,I'm So Excited,The Pointer Sisters,38,disco,dance / electronic
1984,Borderline,Madonna,30,pop,pop
1984,Break My Stride,Matthew Wilder,29,pop,pop
1984,Total Eclipse Of The Heart,Bonnie Tyler,29,pop,pop
1984,What's Love Got To Do With It,Tina Turner,28,pop,pop
1984,On The Dark Side,John Cafferty & The Beaver Brown Band,27,rock,rock
1984,Talking In Your Sleep,The Romantics,26,new wave,rock
1984,The Glamorous Life,Sheila E.,26,pop,pop
1984,Girls Just Want To Have Fun,Cyndi Lauper,25,pop,pop
1984,I Can Dream About You,Dan Hartman,25,disco,dance / electronic
1984,If Ever You're In My Arms Again,Peabo Bryson,25,soul,r&b / soul
1984,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,25,country,country
1984,Making Love Out Of Nothing At All,Air Supply,25,soft rock,rock
1984,Self Control,Laura Branigan,25,pop,pop
1984,Against All Odds (Take A Look At Me Now),Phil Collins,24,pop,pop
1984,All Night Long (All Night),Lionel Richie,24,soul,r&b / soul
1984,Hello,Lionel Richie,24,soul,r&b / soul
1984,Joanna,Kool & The Gang,24,funk,r&b / soul
1984,Jump (for My Love),The Pointer Sisters,24,disco,dance / electronic
1984,Let The Music Play,Shannon,24,celtic,folk / acoustic
1984,Missing You,John Waite,24,rock,rock
1984,Sister Christian,Night Ranger,24,hard rock,rock
1984,99 Luftballons,Nena,23,german,pop
1984,Footloose,Kenny Loggins,23,rock,rock
1984,I Guess That's Why They Call It The Blues,Elton John,23,pop,pop
1984,Owner Of A Lonely Heart,Yes,23,progressive rock,rock
1984,Sunglasses At Night,Corey Hart,23,new wave,rock
1984,Dance Hall Days,Wang Chung,22,new wave,rock
1984,Eyes Without A Face,Billy Idol,22,new wave,rock
1984,Hard Habit To Break,Chicago,22,classic rock,rock
1984,Karma Chameleon,Culture Club,22,new wave,rock
1984,Love Is A Battlefield,Pat Benatar,22,rock,rock
1984,Major Tom (Coming Home),Peter Schilling,22,new wave,rock
1984,Say Say Say,Paul McCartney And Michael Jackson,22,pop,pop
1984,Telefone (long Distance Love Affair),Sheena Easton,22,pop,pop
1984,Uptown Girl,Billy Joel,22,pop,pop
1984,Baby I Lied,Deborah Allen,21,country,country
1984,Caribbean Queen (No More Love On The Run),Billy Ocean,21,pop,pop
1984,Cum On Feel The Noize,Quiet Riot,21,heavy metal,rock
1984,Dancing In The Dark,Bruce Springsteen,21,rock,rock
1984,Ghostbusters,Ray Parker Jr.,21,pop,pop
1984,Give It Up,KC,21,hip-hop,hip hop / rap
1984,Heart And Soul,Huey Lewis & The News,21,rock,rock
1984,Hold Me Now,Thompson Twins,21,new wave,rock
1984,Holiday,Madonna,21,pop,pop
1984,Jump,Van Halen,21,hard rock,rock
1984,Stay With Me Tonight,Jeffrey Osborne,21,soul,r&b / soul
1984,The Politics Of Dancing,Re-flex,21,new wave,rock
1984,The Reflex,Duran Duran,21,new wave,rock
1984,The Warrior,Scandal Featuring Patty Smyth,21,j-rock,pop
1984,Time Will Reveal,Debarge,21,soul,r&b / soul
1984,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,21,country,country
1984,When Doves Cry,Prince,21,funk,r&b / soul
1984,"""Oh, Sherrie""",Steve Perry,20,classic rock,rock
1984,Almost Over You,Sheena Easton,20,pop,pop
1984,Automatic,The Pointer Sisters,20,disco,dance / electronic
1984,Here Comes The Rain Again,Eurythmics,20,new wave,rock
1984,I Just Called To Say I Love You,Stevie Wonder,20,soul,r&b / soul
1984,Suddenly Last Summer,The Motels,20,new wave,rock
1984,That's All,Genesis,20,progressive rock,rock
1984,The Heart Of Rock & Roll,Huey Lewis & The News,20,rock,rock
1984,Time After Time,Cyndi Lauper,20,pop,pop
1984,Ain't Nobody,Rufus And Chaka Khan,19,funk,r&b / soul
1984,Alibis,Sergio Mendes,19,bossa nova,jazz
1984,Breakdance,Irene Cara,19,pop,pop
1984,Drive,The Cars,19,new wave,rock
1984,I Still Can't Get Over Loving You,Ray Parker Jr.,19,pop,pop
1984,I Want A New Drug,Huey Lewis & The News,19,rock,rock
1984,Legs,ZZ Top,19,blues rock,rock
1984,Let's Go Crazy,Prince And The Revolution,19,funk,r&b / soul
1984,Let's Hear It For The Boy,Deniece Williams,19,soul,r&b / soul
1984,Running With The Night,Lionel Richie,19,soul,r&b / soul
1984,Sad Songs (say So Much),Elton John,19,pop,pop
1984,Send Me An Angel,Real Life,19,new wave,rock
1984,Somebody's Watching Me,Rockwell,19,pop,pop
1984,Strut,Sheena Easton,19,pop,pop
1984,Stuck On You,Lionel Richie,19,soul,r&b / soul
1984,An Innocent Man,Billy Joel,18,classic rock,rock
1984,Breakin'...there's No Stopping Us,Ollie And Jerry,18,soundtrack,soundtrack
1984,Cover Me,Bruce Springsteen,18,rock,rock
1984,Cruel Summer,Bananarama,18,pop,pop
1984,Dancing In The Sheets,Shalamar,18,disco,dance / electronic
1984,Hold Me,Teddy Pendergrass And Whitney Houston,18,pop,pop
1984,Infatuation,Rod Stewart,18,classic rock,rock
1984,Round And Round,Ratt,18,hard rock,rock
1984,Say It Isn't So,Daryl Hall  John Oates,18,pop,pop
1984,She Bop,Cyndi Lauper,18,pop,pop
1984,The Longest Time,Billy Joel,18,classic rock,rock
1984,Tonight,Kool & The Gang,18,funk,r&b / soul
1984,Twist Of Fate,Olivia Newton-John,18,pop,pop
