Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2009,I'm Yours,Jason Mraz,76,acoustic,folk / acoustic
2009,Viva La Vida,Coldplay,51,alternative,rock
2009,Just Dance,Lady Gaga Featuring Colby O'Donis,49,dance,dance / electronic
2009,Love Story,Taylor Swift,49,country,country
2009,Use Somebody,Kings of Leon,47,rock,rock
2009,Second Chance,Shinedown,41,rock,rock
2009,Poker Face,Lady Gaga,40,pop,pop
2009,Closer,Ne-Yo,39,rnb,r&b / soul
2009,Hot N Cold,Katy Perry,39,pop,pop
2009,You Found Me,The Fray,39,alternative,rock
2009,Disturbia,Rihanna,37,pop,pop
2009,Don't Trust Me,3OH!3,37,electronic,dance / electronic
2009,Gives You Hell,The All-American Rejects,36,rock,rock
2009,I Know You Want Me (Calle Ocho),Pitbull,35,dance,dance / electronic
2009,Let It Rock,Kevin Rudolf Featuring Lil Wayne,35,dance,dance / electronic
2009,You Belong With Me,Taylor Swift,35,country,country
2009,Addicted,Saving Abel,34,alternative rock,rock
2009,Boom Boom Pow,The Black Eyed Peas,33,dance,dance / electronic
2009,Better In Time,Leona Lewis,31,pop,pop
2009,Halo,Beyonce,31,pop,pop
2009,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,31,rnb,r&b / soul
2009,Love Remains The Same,Gavin Rossdale,31,alternative rock,rock
2009,So What,P!nk,31,pop,pop
2009,Whatever You Like,T.I.,31,hip-hop,hip hop / rap
2009,Fall For You,Secondhand Serenade,30,acoustic,folk / acoustic
2009,Heartless,Kanye West,30,hip hop,hip hop / rap
2009,Dead And Gone,T.I. Featuring Justin Timberlake,29,hip-hop,hip hop / rap
2009,I Gotta Feeling,The Black Eyed Peas,28,pop,pop
2009,Live Your Life,T.I. Featuring Rihanna,28,hip hop,hip hop / rap
2009,Miss Independent,Ne-Yo,28,rnb,r&b / soul
2009,The Climb,Miley Cyrus,28,pop,pop
2009,Blame It,Jamie Foxx Featuring T-Pain,27,rnb,r&b / soul
2009,Day 'N' Nite,Kid Cudi,27,hip-hop,hip hop / rap
2009,Gotta Be Somebody,Nickelback,27,rock,rock
2009,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,27,hip-hop,hip hop / rap
2009,Single Ladies (Put A Ring On It),Beyonce,27,pop,pop
2009,Green Light,John Legend Featuring Andre 3000,26,soul,r&b / soul
2009,Please Don't Leave Me,P!nk,26,pop,pop
2009,Right Round,Flo Rida,26,hip hop,hip hop / rap
2009,That's Not My Name,The Ting Tings,26,indie,rock
2009,Chicken Fried,Zac Brown Band,25,country,country
2009,Down,Jay Sean Featuring Lil Wayne,25,pop,pop
2009,Fallin' For You,Colbie Caillat,25,pop,pop
2009,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,25,pop punk,rock
2009,Sober,P!nk,25,pop,pop
2009,Best I Ever Had,Drake,24,drake,hip hop / rap
2009,Can't Believe It,T-Pain Featuring Lil Wayne,24,rnb,r&b / soul
2009,Mad,Ne-Yo,24,rnb,r&b / soul
2009,My Life Would Suck Without You,Kelly Clarkson,24,pop,pop
2009,No Surprise,Daughtry,24,rock,rock
2009,Shattered (Turn The Car Around),O.A.R.,24,rock,rock
2009,Break Up,Mario Featuring Gucci Mane & Sean Garrett,23,rnb,r&b / soul
2009,Crush,David Archuleta,23,pop,pop
2009,Hotel Room Service,Pitbull,23,dance,dance / electronic
2009,Love Lockdown,Kanye West,23,hip-hop,hip hop / rap
2009,Pretty Wings,Maxwell,23,soul,r&b / soul
2009,Throw It In The Bag,Fabolous Featuring The-Dream,23,hip-hop,hip hop / rap
2009,Waking Up In Vegas,Katy Perry,23,pop,pop
2009,Womanizer,Britney Spears,23,pop,pop
2009,Battlefield,Jordin Sparks,22,pop,pop
2009,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,22,rnb,r&b / soul
2009,Circus,Britney Spears,22,pop,pop
2009,If Today Was Your Last Day,Nickelback,22,rock,rock
2009,LoveGame,Lady Gaga,22,dance,dance / electronic
2009,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,22,hip-hop,hip hop / rap
2009,One Time,Justin Bieber,22,justin bieber,pop
2009,Right Now (Na Na Na),Akon,22,rnb,r&b / soul
2009,Sweet Dreams,Beyonce,22,pop,pop
2009,Turnin Me On,Keri Hilson Featuring Lil Wayne,22,rnb,r&b / soul
2009,White Horse,Taylor Swift,22,country,country
2009,Already Gone,Kelly Clarkson,21,pop,pop
2009,Feel That Fire,Dierks Bentley,21,country,country
2009,Fire Burning,Sean Kingston,21,dance,dance / electronic
2009,I Run To You,Lady Antebellum,21,country,country
2009,Not Meant To Be,Theory Of A Deadman,21,alternative rock,rock
2009,Obsessed,Mariah Carey,21,mariah carey,r&b / soul
2009,"""1, 2, 3, 4""",Plain White T's,20,indie,rock
2009,21 Guns,Green Day,20,punk rock,rock
2009,All The Above,Maino Featuring T-Pain,20,rap,hip hop / rap
2009,Alright,Darius Rucker,20,country,country
2009,Best Days Of Your Life,Kellie Pickler,20,country,country
2009,Big Green Tractor,Jason Aldean,20,country,country
2009,Birthday Sex,Jeremih,20,birthday sex,r&b / soul
2009,Come On Get Higher,Matt Nathanson,20,singer-songwriter,folk / acoustic
2009,Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,20,country,country
2009,Diva,Beyonce,20,rnb,r&b / soul
2009,Don't,Billy Currington,20,country,country
2009,Every Girl,Young Money,20,hip-hop,hip hop / rap
2009,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,20,country,country
2009,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",20,gospel,r&b / soul
2009,God Love Her,Toby Keith,20,country,country
2009,Her Diamonds,Rob Thomas,20,pop,pop
2009,How Do You Sleep?,Jesse McCartney Featuring Ludacris,20,pop,pop
2009,Human,The Killers,20,indie rock,rock
2009,I Don't Care,Fall Out Boy,20,rock,rock
2009,I Hate This Part,The Pussycat Dolls,20,pop,pop
2009,I'm In Miami Trick,LMFAO,20,electronic,dance / electronic
2009,I'm On A Boat,The Lonely Island Featuring T-Pain,20,comedy,hip hop / rap
2009,I'm So Paid,Akon Featuring Lil Wayne & Young Jeezy,20,rnb,r&b / soul
2009,Ice Cream Paint Job,Dorrough,20,rap,hip hop / rap
2009,If I Were A Boy,Beyonce,20,pop,pop
2009,If U Seek Amy,Britney Spears,20,pop,pop
2009,Imma Star (Everywhere We Are),Jeremih,20,rnb,r&b / soul
2009,It Happens,Sugarland,20,country,country
2009,It Won't Be Like This For Long,Darius Rucker,20,country,country
2009,It's America,Rodney Atkins,20,country,country
2009,Kiss A Girl,Keith Urban,20,country,country
2009,Light On,David Cook,20,rock,rock
2009,Love Drunk,Boys Like Girls,20,pop punk,rock
2009,Lucky,Jason Mraz & Colbie Caillat,20,acoustic,folk / acoustic
2009,Never Say Never,The Fray,20,alternative,rock
2009,New Divide,Linkin Park,20,rock,rock
2009,Out Last Night,Kenny Chesney,20,country,country
2009,People Are Crazy,Billy Currington,20,country,country
2009,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,20,hip hop,hip hop / rap
2009,River Of Love,George Strait,20,country,country
2009,Rockin' That Thang,The-Dream,20,rnb,r&b / soul
2009,Roll With Me,Montgomery Gentry,20,country,country
2009,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,20,reggae,reggae
2009,Sex On Fire,Kings of Leon,20,rock,rock
2009,Sexy Chick,David Guetta Featuring Akon,20,house,dance / electronic
2009,She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous,20,rnb,r&b / soul
2009,She Wolf,Shakira,20,pop,pop
2009,She Wouldn't Be Gone,Blake Shelton,20,country,country
2009,She's Country,Jason Aldean,20,country,country
