Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
1993,Dazzey Duks,Duice,40,hip hop,hip hop / rap
1993,Rhythm Is A Dancer,Snap!,39,dance,dance / electronic
1993,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,38,new wave,rock
1993,Don't Walk Away,Jade,35,drum and bass,r&b / soul
1993,Baby-Baby-Baby,TLC,33,rnb,r&b / soul
1993,"End Of The Road (From ""Boomerang"")",Boyz II Men,32,rnb,r&b / soul
1993,Whoomp! (There It Is),Tag Team,32,hip-hop,hip hop / rap
1993,Real Love,Mary J. Blige,31,rnb,r&b / soul
1993,Back To The Hotel,N2Deep,30,rap,hip hop / rap
1993,Ditty,Paperboy,30,rap,hip hop / rap
1993,Do You Believe In Us,Jon Secada,30,pop,pop
1993,Jump Around,House Of Pain,30,hip-hop,hip hop / rap
1993,"Can't Help Falling In Love (From ""Sliver"")",UB40,29,reggae,reggae
1993,I'll Never Get Over You (Getting Over Me),Expose,29,pop,pop
1993,Two Princes,Spin Doctors,29,rock,rock
1993,"I'd Die Without You (From ""Boomerang"")",P.M. Dawn,28,hip-hop,hip hop / rap
1993,Rump Shaker,Wreckx-N-Effect,28,hip-hop,hip hop / rap
1993,Show Me Love,Robin S.,28,dance,dance / electronic
1993,I'm So Into You,SWV,27,rnb,r&b / soul
1993,If I Ever Fall In Love,Shai,27,rnb,r&b / soul
1993,No Ordinary Love,Sade,27,soul,r&b / soul
1993,"Nuthin' But A ""G"" Thang",Dr. Dre,27,hip-hop,hip hop / rap
1993,What About Your Friends,TLC,27,rnb,r&b / soul
1993,Another Sad Love Song,Toni Braxton,26,soul,r&b / soul
1993,I Will Always Love You,Whitney Houston,26,pop,pop
1993,Runaway Train,Soul Asylum,26,alternative rock,rock
1993,Weak,SWV,26,rnb,r&b / soul
1993,What's Up?,4 Non Blondes,26,rock,rock
1993,Would I Lie To You?,Charles & Eddie,26,soul,r&b / soul
1993,"""The Right Kind Of Love (From ""Beverly Hills, 90210"")""",Jeremy Jordan,25,pop,pop
1993,"""Whoot, There It Is""",95 South,25,miami bass,hip hop / rap
1993,Baby I'm Yours,Shai,25,rnb,r&b / soul
1993,Come Undone,Duran Duran,25,new wave,rock
1993,I Get Around,2Pac,25,rap,hip hop / rap
1993,Informer,Snow,25,reggae,reggae
1993,Knockin' Da Boots,H-Town,25,rnb,r&b / soul
1993,Walking On Broken Glass,Annie Lennox,25,pop,pop
1993,"""Saving Forever For You (From ""Beverly Hills, 90210"")""",Shanice,24,rnb,r&b / soul
1993,Comforter,Shai,24,rnb,r&b / soul
1993,Freak Me,Silk,24,rnb,r&b / soul
1993,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,24,pop,pop
1993,If,Janet Jackson,24,pop,pop
1993,Lately,Jodeci,24,rnb,r&b / soul
1993,Mr. Wendal,Arrested Development,24,hip-hop,hip hop / rap
1993,Sometimes Love Just Ain't Enough,Patty Smyth,24,rock,rock
1993,7,Prince And The New Power Generation,23,funk,r&b / soul
1993,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,23,soundtrack,soundtrack
1993,Cryin',Aerosmith,23,hard rock,rock
1993,Forever In Love,Kenny G,23,jazz,jazz
1993,Good Enough,Bobby Brown,23,rnb,r&b / soul
1993,Here We Go Again!,Portrait,23,heavy metal,rock
1993,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,23,pop,pop
1993,I'm Gonna Get You,Bizarre Inc,23,rave,dance / electronic
1993,People Everyday,Arrested Development,23,hip-hop,hip hop / rap
1993,That's The Way Love Goes,Janet Jackson,23,pop,pop
1993,The River Of Dreams,Billy Joel,23,classic rock,rock
1993,Angel,Jon Secada,22,pop,pop
1993,Dreamlover,Mariah Carey,22,pop,pop
1993,Have I Told You Lately,Rod Stewart,22,classic rock,rock
1993,Hey Jealousy,Gin Blossoms,22,alternative rock,rock
1993,Hip Hop Hooray,Naughty by Nature,22,hip-hop,hip hop / rap
1993,I Got A Man,Positive K,22,hip-hop,hip hop / rap
1993,Love Is On The Way,Saigon Kick,22,hard rock,rock
1993,One Last Cry,Brian McKnight,22,rnb,r&b / soul
1993,Ordinary World,Duran Duran,22,new wave,rock
1993,Right Here (Human Nature)/Downtown,SWV,22,rnb,r&b / soul
1993,Sweat (A La La La La Long),Inner Circle,22,reggae,reggae
1993,If I Had No Loot,Tony! Toni! Tone!,21,soul,r&b / soul
1993,Looking Through Patient Eyes,P.M. Dawn,21,hip-hop,hip hop / rap
1993,"""Give It Up, Turn It Loose""",En Vogue,20,rnb,r&b / soul
1993,"Bad Boys (Theme From ""Cops"")",Inner Circle,20,reggae,reggae
1993,Bed Of Roses,Bon Jovi,20,rock,rock
1993,Better Than You,Lisa Keith,20,pop,pop
1993,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,20,hip-hop,hip hop / rap
1993,Break It Down Again,Tears for Fears,20,new wave,rock
1993,By The Time This Night Is Over,Kenny G With Peabo Bryson,20,jazz,jazz
1993,Can't Get Enough Of Your Love,Taylor Dayne,20,pop,pop
1993,Cat's In The Cradle,Ugly Kid Joe,20,hard rock,rock
1993,Chattahoochee,Alan Jackson,20,country,country
1993,Check Yo Self,Ice Cube Featuring Das EFX,20,hip-hop,hip hop / rap
1993,Chief Rocka,Lords Of The Underground,20,hip-hop,hip hop / rap
1993,Connected,Stereo MC's,20,electronic,dance / electronic
1993,Creep,Radiohead,20,alternative,rock
1993,Cry No More,II D Extreme,20,usa,r&b / soul
1993,Dedicated,R. Kelly & Public Announcement,20,rnb,r&b / soul
1993,Don't Take Away My Heaven,Aaron Neville,20,soul,r&b / soul
1993,Dre Day,Dr. Dre,20,hip-hop,hip hop / rap
1993,Everything's Gonna Be Alright,Father M.C.,20,rnb,r&b / soul
1993,Faithful,Go West,20,pop,pop
1993,Fields Of Gold,Sting,20,rock,rock
1993,Free Your Mind,En Vogue,20,rnb,r&b / soul
1993,Girl U For Me/Lose Control,Silk,20,rnb,r&b / soul
1993,Heal The World,Michael Jackson,20,pop,pop
1993,Hero,David Crosby & Phil Collins,20,pop,pop
1993,How Do You Talk To An Angel,The Heights,20,grime,rock
1993,I Got A Thang 4 Ya!,Lo-Key?,20,rnb,r&b / soul
1993,I Have Nothing,Whitney Houston,20,pop,pop
1993,I Will Be Here For You,Michael W. Smith,20,christian,pop
1993,I'm Free,Jon Secada,20,pop,pop
1993,I'm Gonna Be (500 Miles),The Proclaimers,20,pop,pop
1993,If I Ever Lose My Faith In You,Sting,20,rock,rock
1993,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,20,rnb,r&b / soul
1993,Insane In The Brain,Cypress Hill,20,hip-hop,hip hop / rap
1993,It Was A Good Day,Ice Cube,20,rap,hip hop / rap
1993,Layla,Eric Clapton,20,blues,blues
1993,Little Miss Can't Be Wrong,Spin Doctors,20,rock,rock
1993,Livin' On The Edge,Aerosmith,20,hard rock,rock
1993,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,20,soul,r&b / soul
1993,More And More,Captain Hollywood Project,20,eurodance,dance / electronic
1993,Never A Time,Genesis,20,progressive rock,rock
1993,No Rain,Blind Melon,20,rock,rock
1993,Nothin' My Love Can't Fix,Joey Lawrence,20,pop,pop
1993,One Woman,Jade,20,drum and bass,r&b / soul
1993,Ooh Child,Dino,20,house,dance / electronic
1993,Rain,Madonna,20,pop,pop
