Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
1983,Gloria,Laura Branigan,36,pop,pop
1983,I Know There's Something Going On,Frida,29,pop,pop
1983,You And I,Eddie Rabbitt With Crystal Gayle,29,country,country
1983,1999,Prince,27,funk,r&b / soul
1983,Mickey,Toni Basil,27,new wave,rock
1983,Steppin' Out,Joe Jackson,27,new wave,rock
1983,Twilight Zone,Golden Earring,27,classic rock,rock
1983,Who Can It Be Now?,Men at Work,27,new wave,rock
1983,Sweet Dreams (Are Made Of This),Eurythmics,26,new wave,rock
1983,What About Me,Moving Pictures,26,rock,rock
1983,Beat It,Michael Jackson,25,pop,pop
1983,Do You Really Want To Hurt Me,Culture Club,25,new wave,rock
1983,Down Under,Men at Work,25,pop,pop
1983,Flashdance...What A Feeling,Irene Cara,25,pop,pop
1983,The Look Of Love (Part One),ABC,25,new wave,rock
1983,Total Eclipse Of The Heart,Bonnie Tyler,25,pop,pop
1983,Back On The Chain Gang,Pretenders,24,rock,rock
1983,Billie Jean,Michael Jackson,24,pop,pop
1983,Rock The Casbah,The Clash,24,punk,rock
1983,The Safety Dance,Men Without Hats,24,new wave,rock
1983,Come On Eileen,Dexys Midnight Runners,23,pop,pop
1983,Hungry Like The Wolf,Duran Duran,23,new wave,rock
1983,Making Love Out Of Nothing At All,Air Supply,23,soft rock,rock
1983,Maneater,Daryl Hall  John Oates,23,pop,pop
1983,Never Gonna Let You Go,Sergio Mendes,23,bossa nova,jazz
1983,Should I Stay Or Should I Go?,The Clash,23,punk,rock
1983,Up Where We Belong,Joe Cocker And Jennifer Warnes,23,classic rock,rock
1983,Allentown,Billy Joel,22,classic rock,rock
1983,Always Something There To Remind Me,Naked Eyes,22,new wave,rock
1983,Electric Avenue,Eddy Grant,22,reggae,reggae
1983,Every Breath You Take,The Police,22,rock,rock
1983,Heartbreaker,Dionne Warwick,22,soul,r&b / soul
1983,Jeopardy,Greg Kihn Band,22,rock,rock
1983,Little Red Corvette,Prince,22,funk,r&b / soul
1983,Maniac,Michael Sembello,22,pop,pop
1983,Old Time Rock & Roll,Bob Seger & The Silver Bullet Band,22,classic rock,rock
1983,She Blinded Me With Science,Thomas Dolby,22,new wave,rock
1983,A Penny For Your Thoughts,Tavares,21,disco,dance / electronic
1983,Africa,Toto,21,classic rock,rock
1983,Der Kommissar,After The Fire,21,new wave,rock
1983,Goody Two Shoes,Adam Ant,21,new wave,rock
1983,Heart Attack,Olivia Newton-John,21,pop,pop
1983,Puttin' On The Ritz,Taco,21,new wave,rock
1983,Rock This Town,Stray Cats,21,rockabilly,rock
1983,Sexual Healing,Marvin Gaye,21,soul,r&b / soul
1983,Shame On The Moon,Bob Seger & The Silver Bullet Band,21,classic rock,rock
1983,She Works Hard For The Money,Donna Summer,21,disco,dance / electronic
1983,You Can't Hurry Love,Phil Collins,21,pop,pop
1983,"""Promises, Promises""",Naked Eyes,20,new wave,rock
1983,(Keep Feeling) Fascination,The Human League,20,new wave,rock
1983,Burning Down The House,Talking Heads,20,new wave,rock
1983,Dead Giveaway,Shalamar,20,disco,dance / electronic
1983,How Am I Supposed To Live Without You,Laura Branigan,20,pop,pop
1983,It Might Be You,Stephen Bishop,20,classic rock,rock
1983,Let's Dance,David Bowie,20,glam rock,rock
1983,Nobody,Sylvia,20,soul,r&b / soul
1983,She's A Beauty,The Tubes,20,new wave,rock
1983,Telefone (long Distance Love Affair),Sheena Easton,20,pop,pop
1983,Try Again,Champaign,20,soul,r&b / soul
1983,You Don't Want Me Anymore,Steel Breeze,20,rock,rock
1983,All This Love,Debarge,19,soul,r&b / soul
1983,Dirty Laundry,Don Henley,19,classic rock,rock
1983,Heartlight,Neil Diamond,19,singer-songwriter,folk / acoustic
1983,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,19,country,country
1983,One Thing Leads To Another,The Fixx,19,new wave,rock
1983,Our House,Madness,19,ska,reggae
1983,Stand Back,Stevie Nicks,19,classic rock,rock
1983,Straight From The Heart,Bryan Adams,19,rock,rock
1983,Stray Cat Strut,Stray Cats,19,rockabilly,rock
1983,Too Shy,Kajagoogoo,19,new wave,rock
1983,Your Love Is Driving Me Crazy,Sammy Hagar,19,hard rock,rock
1983,Affair Of The Heart,Rick Springfield,18,rock,rock
1983,China Girl,David Bowie,18,glam rock,rock
1983,Delirious,Prince,18,funk,r&b / soul
1983,Hand To Hold On To,John Cougar,18,rock,rock
1983,Mr. Roboto,Styx,18,classic rock,rock
1983,On The Loose,Saga,18,progressive rock,rock
1983,On The Wings Of Love,Jeffrey Osborne,18,soul,r&b / soul
1983,One On One,Daryl Hall  John Oates,18,pop,pop
1983,Pass The Dutchie,Musical Youth,18,reggae,reggae
1983,Shock The Monkey,Peter Gabriel,18,progressive rock,rock
1983,Space Age Love Song,A Flock Of Seagulls,18,new wave,rock
1983,Suddenly Last Summer,The Motels,18,new wave,rock
1983,TRUE,Spandau Ballet,18,new wave,rock
1983,Tell Her About It,Billy Joel,18,classic rock,rock
1983,The Girl Is Mine,Michael Jackson And Paul McCartney,18,pop,pop
1983,The Other Guy,Little River Band,18,classic rock,rock
1983,Time (Clock Of The Heart),Culture Club,18,new wave,rock
1983,Truly,Lionel Richie,18,soul,r&b / soul
1983,You Are,Lionel Richie,18,soul,r&b / soul
1983,You Got Lucky,Tom Petty And The Heartbreakers,18,classic rock,rock
1983,Come Dancing,The Kinks,17,classic rock,rock
1983,Everybody Wants You,Billy Squier,17,classic rock,rock
1983,Heart And Soul,Huey Lewis & The News,17,rock,rock
1983,Heart To Heart,Kenny Loggins,17,rock,rock
1983,How Do You Keep The Music Playing,James Ingram And Patti Austin,17,soul,r&b / soul
1983,I Like It,Debarge,17,soul,r&b / soul
1983,I Won't Hold You Back,Toto,17,rock,rock
1983,Is There Something I Should Know,Duran Duran,17,new wave,rock
1983,Muscles,Diana Ross,17,soul,r&b / soul
1983,Photograph,Def Leppard,17,hard rock,rock
1983,Pressure,Billy Joel,17,classic rock,rock
1983,Separate Ways (Worlds Apart),Journey,17,classic rock,rock
1983,Solitaire,Laura Branigan,17,pop,pop
1983,All Night Long (All Night),Lionel Richie,16,soul,r&b / soul
1983,All Right,Christopher Cross,16,soft rock,rock
1983,American Heartbeat,Survivor,16,classic rock,rock
1983,Be My Lady,Jefferson Starship,16,classic rock,rock
1983,Big Log,Robert Plant,16,classic rock,rock
1983,Break My Stride,Matthew Wilder,16,pop,pop
1983,Breaking Us In Two,Joe Jackson,16,new wave,rock
1983,Cum On Feel The Noize,Quiet Riot,16,heavy metal,rock
1983,Don't Let It End,Styx,16,classic rock,rock
1983,Faithfully,Journey,16,classic rock,rock
1983,Family Man,Daryl Hall  John Oates,16,pop,pop
1983,Far From Over,Frank Stallone,16,pop,pop
1983,Heart Of The Night,Juice Newton,16,country,country
1983,Hold Me 'til The Mornin' Comes,Paul Anka,16,jazz,jazz
1983,Hot Girls In Love,Loverboy,16,rock,rock
1983,I'll Tumble 4 Ya,Culture Club,16,new wave,rock
1983,I'm Still Standing,Elton John,16,pop,pop
1983,I've Got A Rock N' Roll Heart,Eric Clapton,16,blues,blues
1983,King Of Pain,The Police,16,rock,rock
1983,Lies,Thompson Twins,16,new wave,rock
1983,Make Love Stay,Dan Fogelberg,16,singer-songwriter,folk / acoustic
1983,Miracles,Stacy Lattisaw,16,disco,dance / electronic
1983,Missing You,Dan Fogelberg,16,singer-songwriter,folk / acoustic
1983,My Love,Lionel Richie,16,soul,r&b / soul
1983,Overkill,Men at Work,16,new wave,rock
1983,Saved By Zero,The Fixx,16,new wave,rock
1983,Shadows Of The Night,Pat Benatar,16,rock,rock
1983,Some Kind Of Friend,Barry Manilow,16,pop,pop
1983,Stranger In My House,Ronnie Milsap,16,country,country
1983,Take Me To Heart,Quarterflash,16,rock,rock
1983,The Woman In Me,Donna Summer,16,disco,dance / electronic
1983,"""Let's Go Dancin' (ooh La, La, La)""",Kool & The Gang,15,funk,r&b / soul
1983,(she's) Sexy + 17,Stray Cats,15,rockabilly,rock
1983,Can't Shake Loose,Agnetha Faltskog,15,pop,pop
1983,Every Home Should Have One,Patti Austin,15,soul,r&b / soul
1983,Human Touch,Rick Springfield,15,rock,rock
1983,It's A Mistake,Men at Work,15,new wave,rock
1983,Just Got Lucky,Joboxers,15,new wave,rock
1983,Lawyers In Love,Jackson Browne,15,singer-songwriter,folk / acoustic
1983,Love Is A Battlefield,Pat Benatar,15,rock,rock
1983,Major Tom (Coming Home),Peter Schilling,15,new wave,rock
1983,Poison Arrow,ABC,15,new wave,rock
1983,Rock Of Ages,Def Leppard,15,hard rock,rock
1983,Send Her My Love,Journey,15,classic rock,rock
1983,Slipping Away,Dave Edmunds,15,rock,rock
1983,Tender Is The Night,Jackson Browne,15,singer-songwriter,folk / acoustic
1983,The Clapping Song,Pia Zadora,15,pop,pop
1983,The Salt In My Tears,Martin Briley,15,rock,rock
1983,Uptown Girl,Billy Joel,15,pop,pop
1983,Wanna Be Startin' Somethin',Michael Jackson,15,pop,pop
1983,Ain't Nobody,Rufus And Chaka Khan,14,funk,r&b / soul
1983,Baby Jane,Rod Stewart,14,classic rock,rock
1983,Burning Heart,Vandenberg,14,hard rock,rock
1983,Cuts Like A Knife,Bryan Adams,14,rock,rock
1983,Don't Pay The Ferryman,Chris de Burgh,14,pop,pop
1983,Don't You Get So Mad,Jeffrey Osborne,14,soul,r&b / soul
1983,Everyday I Write The Book,Elvis Costello And The Attractions,14,new wave,rock
1983,Foolin',Def Leppard,14,hard rock,rock
1983,Human Nature,Michael Jackson,14,pop,pop
1983,I Do,The J. Geils Band,14,classic rock,rock
1983,I.g.y. (what A Beautiful World),Donald Fagen,14,singer-songwriter,folk / acoustic
1983,If Anyone Falls,Stevie Nicks,14,classic rock,rock
1983,Just Be Good To Me,The S.O.S. Band,14,funk,r&b / soul
1983,Little Too Late,Pat Benatar,14,rock,rock
1983,Love In Store,Fleetwood Mac,14,classic rock,rock
1983,Memory,Barry Manilow,14,pop,pop
1983,Put It In A Magazine,Sonny Charles,14,funk,r&b / soul
1983,The One Thing,INXS,14,rock,rock
1983,Two Less Lonely People In The World,Air Supply,14,soft rock,rock
1983,Welcome To Heartlight,Kenny Loggins,14,rock,rock
1983,Whirly Girl,Oxo,14,new wave,rock
1983,Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,14,new wave,rock
1983,All Time High,Rita Coolidge,13,pop,pop
1983,Always,Firefall,13,classic rock,rock
1983,Does It Make You Remember,Kim Carnes,13,pop,pop
1983,Don't Cry,Asia,13,progressive rock,rock
1983,Dreamin' Is Easy,Steel Breeze,13,rock,rock
1983,How Many Times Can We Say Goodbye,Dionne Warwick & Luther Vandross,13,pop,pop
1983,I Need You,The Pointer Sisters,13,disco,dance / electronic
1983,It's Raining Again,Supertramp Featuring Roger Hodgson,13,progressive rock,rock
1983,Lady Love Me (One More Time),George Benson,13,jazz,jazz
1983,Love Is A Stranger,Eurythmics,13,new wave,rock
1983,Love's Got A Line On You,Scandal Featuring Patty Smyth,13,j-rock,pop
1983,Midnight Blue,Louise Tucker,13,synthpop,pop
1983,Modern Love,David Bowie,13,glam rock,rock
1983,Only You,Commodores,13,soul,r&b / soul
1983,P.Y.T. (Pretty Young Thing),Michael Jackson,13,pop,pop
1983,Right Before Your Eyes,America,13,classic rock,rock
1983,Rio,Duran Duran,13,new wave,rock
