Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2015,Thinking Out Loud,Ed Sheeran,58,soul,r&b / soul
2015,Uptown Funk!,Mark Ronson Featuring Bruno Mars,55,funk,r&b / soul
2015,Stay With Me,Sam Smith,54,soul,r&b / soul
2015,Shut Up And Dance,Walk the Moon,53,indie pop,pop
2015,Shake It Off,Taylor Swift,50,pop,pop
2015,Trap Queen,Fetty Wap,48,hip-hop,hip hop / rap
2015,All About That Bass,Meghan Trainor,47,pop,pop
2015,Chandelier,Sia,46,pop,pop
2015,Riptide,Vance Joy,44,folk,folk / acoustic
2015,Earned It (Fifty Shades Of Grey),The Weeknd,43,romantic,r&b / soul
2015,Watch Me,Silento,43,hip hop,hip hop / rap
2015,Sugar,Maroon 5,42,pop,pop
2015,Where Are U Now,Skrillex & Diplo With Justin Bieber,42,dubstep,dance / electronic
2015,Rude,MAGIC!,41,pop,pop
2015,See You Again,Wiz Khalifa Featuring Charlie Puth,41,hip-hop,hip hop / rap
2015,Take Me To Church,Hozier,41,indie,rock
2015,Habits (Stay High),Tove Lo,39,pop,pop
2015,I'm Not The Only One,Sam Smith,37,soul,r&b / soul
2015,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,37,rnb,r&b / soul
2015,Blank Space,Taylor Swift,36,pop,pop
2015,Don't,Ed Sheeran,36,pop,pop
2015,Worth It,Fifth Harmony Featuring Kid Ink,36,pop,pop
2015,Cheerleader,OMI,35,reggae,reggae
2015,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,35,hip-hop,hip hop / rap
2015,Renegades,X Ambassadors,35,alternative,rock
2015,Want To Want Me,Jason Derulo,35,rnb,r&b / soul
2015,Centuries,Fall Out Boy,34,rock,rock
2015,Love Me Like You Do,Ellie Goulding,34,pop,pop
2015,Animals,Maroon 5,33,cult,pop
2015,Jealous,Nick Jonas,32,pop,pop
2015,Style,Taylor Swift,32,pop,pop
2015,Take Your Time,Sam Hunt,32,country,country
2015,Trumpets,Jason Derulo,32,rnb,r&b / soul
2015,"""Honey, I'm Good.""",Andy Grammer,31,pop,pop
2015,Don't Tell 'Em,Jeremih Featuring YG,31,dj mustard,hip hop / rap
2015,Fight Song,Rachel Platten,31,pop,pop
2015,Rather Be,Clean Bandit Featuring Jess Glynne,31,electronic,dance / electronic
2015,Black Widow,Iggy Azalea Featuring Rita Ora,30,hip-hop,hip hop / rap
2015,Elastic Heart,Sia,30,pop,pop
2015,Photograph,Ed Sheeran,30,pop,pop
2015,Stitches,Shawn Mendes,30,pop,pop
2015,Talking Body,Tove Lo,30,pop,pop
2015,The Hills,The Weeknd,30,rnb,r&b / soul
2015,I Don't F**k With You,Big Sean Featuring E-40,29,hip-hop,hip hop / rap
2015,Lips Are Movin,Meghan Trainor,29,pop,pop
2015,Can't Feel My Face,The Weeknd,28,rnb,r&b / soul
2015,Flex (Ooh Ooh Ooh),Rich Homie Quan,27,hip-hop,hip hop / rap
2015,Time Of Our Lives,Pitbull & Ne-Yo,27,pop,pop
2015,Uma Thurman,Fall Out Boy,27,pop rock,rock
2015,Good For You,Selena Gomez Featuring A$AP Rocky,26,pop,pop
2015,No Type,Rae Sremmurd,26,hip-hop,hip hop / rap
2015,Slow Motion,Trey Songz,26,rnb,r&b / soul
2015,Somebody,Natalie La Rose Featuring Jeremih,26,pop,pop
2015,Work It,"Missy ""Misdemeanor"" Elliott",26,hip-hop,hip hop / rap
2015,679,Fetty Wap Featuring Remy Boyz,25,hip-hop,hip hop / rap
2015,Bad Blood,Taylor Swift Featuring Kendrick Lamar,25,pop,pop
2015,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",25,hip-hop,hip hop / rap
2015,Hot Boy,Bobby Shmurda,25,hip-hop,hip hop / rap
