Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2000,Smooth,Santana Featuring Rob Thomas,58,rock,rock
2000,Higher,Creed,57,rock,rock
2000,Amazed,Lonestar,55,country,country
2000,Breathe,Faith Hill,53,country,country
2000,I Wanna Know,Joe,44,rnb,r&b / soul
2000,Where My Girls At?,702,42,rnb,r&b / soul
2000,Everything You Want,Vertical Horizon,41,alternative rock,rock
2000,I Need To Know,Marc Anthony,40,salsa,latin
2000,Kryptonite,3 Doors Down,39,rock,rock
2000,Back At One,Brian McKnight,37,rnb,r&b / soul
2000,He Wasn't Man Enough,Toni Braxton,37,soul,r&b / soul
2000,Bent,Matchbox Twenty,36,rock,rock
2000,The Way You Love Me,Faith Hill,35,country,country
2000,(Hot S**t) Country Grammar,Nelly,34,hip-hop,hip hop / rap
2000,Black Balloon,Goo Goo Dolls,34,rock,rock
2000,With Arms Wide Open,Creed,34,rock,rock
2000,I Knew I Loved You,Savage Garden,33,pop,pop
2000,"""Jumpin', Jumpin'""",Destiny's Child,32,rnb,r&b / soul
2000,Get It On Tonite,Montell Jordan,32,rnb,r&b / soul
2000,Say My Name,Destiny's Child,32,rnb,r&b / soul
2000,Someday,Sugar Ray,32,rock,rock
2000,There You Go,P!nk,32,pop,pop
2000,Try Again,Aaliyah,32,rnb,r&b / soul
2000,Unpretty,TLC,32,rnb,r&b / soul
2000,You Sang To Me,Marc Anthony,32,salsa,latin
2000,Back Here,BBMak,31,pop,pop
2000,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,30,hip-hop,hip hop / rap
2000,Bring It All To Me,Blaque,29,rnb,r&b / soul
2000,Sexual (Li Da Di),Amber,29,post-metal,dance / electronic
2000,My Love Is Your Love,Whitney Houston,28,pop,pop
2000,That's The Way It Is,Celine Dion,28,pop,pop
2000,Thong Song,Sisqo,28,rnb,r&b / soul
2000,Absolutely (Story Of A Girl),Nine Days,27,alternative rock,rock
2000,I Try,Macy Gray,27,soul,r&b / soul
2000,Meet Virginia,Train,27,rock,rock
2000,The Rockafeller Skank,Fatboy Slim,27,electronic,dance / electronic
2000,Desert Rose,Sting Featuring Cheb Mami,26,rock,rock
2000,Incomplete,Sisqo,26,rnb,r&b / soul
2000,Maria Maria,Santana Featuring The Product G&B,26,rock,rock
2000,No More,Ruff Endz,26,rnb,r&b / soul
2000,Purest Of Pain (A Puro Dolor),Son by Four,26,salsa,latin
2000,Then The Morning Comes,Smash Mouth,26,rock,rock
2000,I Need You,LeAnn Rimes,25,country,country
2000,It's Gonna Be Me,*NSYNC,25,pop,pop
2000,Steal My Sunshine,Len,25,pop,pop
2000,Doesn't Really Matter,Janet,24,swedish,pop
2000,Faded,SoulDecision Featuring Thrust,24,pop,pop
2000,It Feels So Good,Sonique,24,dance,dance / electronic
2000,Let's Get Married,Jagged Edge,24,rnb,r&b / soul
2000,Show Me The Meaning Of Being Lonely,Backstreet Boys,24,pop,pop
2000,U Know What's Up,Donell Jones,24,rnb,r&b / soul
2000,What A Girl Wants,Christina Aguilera,24,pop,pop
2000,All The Small Things,blink-182,23,punk rock,rock
2000,Bye Bye Bye,*NSYNC,23,pop,pop
2000,Dance With Me,Debelah Morgan,23,rnb,r&b / soul
2000,Don't Think I'm Not,Kandi,22,rnb,r&b / soul
2000,Get Gone,Ideal,22,ndw,rock
2000,I Turn To You,Christina Aguilera,22,pop,pop
2000,Mambo No. 5 (A Little Bit Of...),Lou Bega,22,pop,pop
2000,Never Let You Go,Third Eye Blind,22,alternative rock,rock
2000,Otherside,Red Hot Chili Peppers,22,rock,rock
2000,Come On Over Baby (All I Want Is You),Christina Aguilera,21,pop,pop
2000,Learn To Fly,Foo Fighters,21,rock,rock
2000,Most Girls,P!nk,21,pop,pop
2000,Music,Madonna,21,pop,pop
2000,My Best Friend,Tim McGraw,21,country,country
2000,Party Up (Up In Here),DMX,21,rap,hip hop / rap
2000,Wifey,Next,21,rnb,r&b / soul
2000,Wonderful,Everclear,21,alternative rock,rock
2000,(You Drive Me) Crazy,Britney Spears,20,pop,pop
2000,24-Jul,Kevon Edmonds,20,rnb,r&b / soul
2000,All Things Considered,Yankee Grey,20,country,country
2000,Back At One,Mark Wills,20,country,country
2000,Bag Lady,Erykah Badu,20,soul,r&b / soul
2000,Be With You,Enrique Iglesias,20,pop,pop
2000,Been There,Clint Black With Steve Wariner,20,country,country
2000,Best Of Intentions,Travis Tritt,20,country,country
2000,Better Off Alone,Alice Deejay,20,dance,dance / electronic
2000,Big Deal,LeAnn Rimes,20,country,country
2000,Big Pimpin',Jay-Z Featuring UGK,20,hip-hop,hip hop / rap
2000,Blue (Da Ba Dee),Eiffel 65,20,dance,dance / electronic
2000,Broadway,Goo Goo Dolls,20,rock,rock
2000,Bug A Boo,Destiny's Child,20,rnb,r&b / soul
2000,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,20,country,country
2000,Candy,Mandy Moore,20,pop,pop
2000,Carlene,Phil Vassar,20,country,country
