Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2020,Circles,Post Malone,61,pop,pop
2020,Blinding Lights,The Weeknd,55,synthwave,pop
2020,Someone You Loved,Lewis Capaldi,54,pop,pop
2020,Don't Start Now,Dua Lipa,52,pop,pop
2020,I Hope,Gabby Barrett Featuring Charlie Puth,52,country,country
2020,The Bones,Maren Morris,52,country,country
2020,Adore You,Harry Styles,50,pop,pop
2020,Bad Guy,Billie Eilish,49,electropop,pop
2020,Sucker,Jonas Brothers,47,pop,pop
2020,No Guidance,Chris Brown Featuring Drake,46,rnb,r&b / soul
2020,Talk,Khalid,46,soul,r&b / soul
2020,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,45,hip-hop,hip hop / rap
2020,Before You Go,Lewis Capaldi,44,indie pop,rock
2020,All I Want For Christmas Is You,Mariah Carey,43,pop,pop
2020,Hot Girl Bummer,Blackbear,42,rnb,r&b / soul
2020,Truth Hurts,Lizzo,42,pop,pop
2020,Memories,Maroon 5,41,pop,pop
2020,I Don't Care,Ed Sheeran & Justin Bieber,39,uk,pop
2020,Trampoline,SHAED,39,pop,pop
2020,Falling,Trevor Daniel,38,pop,pop
2020,Life Is Good,Future Featuring Drake,38,hip-hop,hip hop / rap
2020,Rockin' Around The Christmas Tree,Brenda Lee,38,country,country
2020,Say So,Doja Cat Featuring Nicki Minaj,38,pop,pop
2020,The Box,Roddy Ricch,38,trap,hip hop / rap
2020,Senorita,Shawn Mendes & Camila Cabello,37,pop,pop
2020,Suge,DaBaby,37,rap,hip hop / rap
2020,Watermelon Sugar,Harry Styles,37,pop,pop
2020,Dance Monkey,Tones And I,36,pop,pop
2020,Only Human,Jonas Brothers,36,pop,pop
2020,Goosebumps,Travis Scott,35,trap,hip hop / rap
2020,Jingle Bell Rock,Bobby Helms,35,country,country
2020,Rockstar,DaBaby Featuring Roddy Ricch,35,rap,hip hop / rap
2020,Roses,Saint Jhn,34,hip-hop,hip hop / rap
2020,Blueberry Faygo,Lil Mosey,33,lil mosey,hip hop / rap
2020,Everything I Wanted,Billie Eilish,33,pop,pop
2020,Go Crazy,Chris Brown & Young Thug,33,rnb,r&b / soul
2020,Break My Heart,Dua Lipa,32,pop,pop
2020,Panini,Lil Nas X,32,hip-hop,hip hop / rap
2020,Intentions,Justin Bieber Featuring Quavo,31,pop,pop
2020,Ran$om,Lil Tecca,31,rap,hip hop / rap
2020,BOP,DaBaby,30,rap,hip hop / rap
2020,Good As Hell,Lizzo,30,pop,pop
2020,If The World Was Ending,JP Saxe Featuring Julia Michaels,29,indie,rock
2020,High Fashion,Roddy Ricch Featuring Mustard,28,rap,hip hop / rap
2020,One Man Band,Old Dominion,28,country,country
2020,Savage,Megan Thee Stallion Featuring Beyonce,28,rap,hip hop / rap
2020,ily,Surf Mesa Featuring Emilee,28,lo-fi,dance / electronic
2020,Heart On Ice,Rod Wave,27,trap,hip hop / rap
2020,My Oh My,Camila Cabello Featuring DaBaby,27,pop,pop
2020,Beautiful People,Ed Sheeran Featuring Khalid,26,acoustic,folk / acoustic
2020,Death Bed,Powfu Featuring beabadoobee,26,hip-hop,hip hop / rap
2020,Hot,Young Thug Featuring Gunna,26,hip-hop,hip hop / rap
2020,More Than My Hometown,Morgan Wallen,26,country pop,country
2020,One Of Them Girls,Lee Brice,26,country,country
2020,Roxanne,Arizona Zervas,26,2019,hip hop / rap
2020,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",26,jazz,jazz
2020,Bang!,AJR,25,indie pop,pop
2020,Die From A Broken Heart,Maddie & Tae,25,country,country
2020,Emotionally Scarred,Lil Baby,25,rap,hip hop / rap
2020,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,25,drill,hip hop / rap
2020,Got What I Got,Jason Aldean,25,country,country
2020,I Hope You're Happy Now,Carly Pearce & Lee Brice,25,country,country
2020,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,25,country,country
2020,P*$$y Fairy (OTW),Jhene Aiko,25,rnb,r&b / soul
2020,Even Though I'm Leaving,Luke Combs,24,country,country
