Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
1999,Too Close,Next,53,rnb,r&b / soul
1999,This Kiss,Faith Hill,48,country,country
1999,I Will Remember You (Live),Sarah McLachlan,40,singer-songwriter,folk / acoustic
1999,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,37,hip-hop,hip hop / rap
1999,Where My Girls At?,702,36,rnb,r&b / soul
1999,Slide,Goo Goo Dolls,35,rock,rock
1999,"""The Cup Of Life (The Official Song Of The World Cup, France '98)""",Ricky Martin,34,pop,pop
1999,Kiss Me,Sixpence None the Richer,33,pop,pop
1999,What It's Like,Everlast,33,hip-hop,hip hop / rap
1999,...Baby One More Time,Britney Spears,32,pop,pop
1999,Fly Away,Lenny Kravitz,32,rock,rock
1999,Believe,Cher,31,pop,pop
1999,Every Morning,Sugar Ray,31,pop,pop
1999,I Want It That Way,Backstreet Boys,31,pop,pop
1999,All Star,Smash Mouth,30,rock,rock
1999,Angel Of Mine,Monica,30,rnb,r&b / soul
1999,Nobody's Supposed To Be Here,Deborah Cox,29,rnb,r&b / soul
1999,Scar Tissue,Red Hot Chili Peppers,29,rock,rock
1999,1999,Prince,28,funk,r&b / soul
1999,Angel,Sarah McLachlan,28,singer-songwriter,folk / acoustic
1999,Back 2 Good,matchbox 20,28,rock,rock
1999,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,28,pop,pop
1999,Man! I Feel Like A Woman!,Shania Twain,28,country,country
1999,No Scrubs,TLC,28,rnb,r&b / soul
1999,Save Tonight,Eagle-Eye Cherry,28,rock,rock
1999,She's So High,Tal Bachman,28,pop,pop
1999,That Don't Impress Me Much,Shania Twain,28,country,country
1999,Unpretty,TLC,28,rnb,r&b / soul
1999,Lately,Divine,27,disco,dance / electronic
1999,Someday,Sugar Ray,27,rock,rock
1999,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,26,hip-hop,hip hop / rap
1999,Black Balloon,Goo Goo Dolls,26,rock,rock
1999,Touch It,Monifah,26,rnb,r&b / soul
1999,Anywhere,112 Featuring Lil'z,25,rnb,r&b / soul
1999,Fortunate,Maxwell,25,soul,r&b / soul
1999,Genie In A Bottle,Christina Aguilera,25,pop,pop
1999,If You Had My Love,Jennifer Lopez,25,pop,pop
1999,Sweet Lady,Tyrese,25,rnb,r&b / soul
1999,I'll Be,Edwin McCain,24,singer-songwriter,folk / acoustic
1999,The Hardest Thing,98 Degrees,24,pop,pop
1999,The Rockafeller Skank,Fatboy Slim,24,electronic,dance / electronic
1999,Smooth,Santana Featuring Rob Thomas,23,rock,rock
1999,The First Night,Monica,23,rnb,r&b / soul
1999,(God Must Have Spent) A Little More Time On You,*NSYNC,22,pop,pop
1999,Amazed,Lonestar,22,country,country
1999,Ex-Factor,Lauryn Hill,22,soul,r&b / soul
1999,Hard Knock Life (Ghetto Anthem),Jay-Z,22,hip-hop,hip hop / rap
1999,Have You Ever?,Brandy,22,rnb,r&b / soul
1999,Spend My Life With You,Eric Benet Featuring Tamia,22,soul,r&b / soul
1999,All I Have To Give,Backstreet Boys,21,pop,pop
1999,American Woman,Lenny Kravitz,21,rock,rock
1999,Doo Wop (That Thing),Lauryn Hill,21,soul,r&b / soul
1999,How Forever Feels,Kenny Chesney,21,country,country
1999,Last Kiss,Pearl Jam,21,grunge,rock
1999,Miami,Will Smith,21,hip-hop,hip hop / rap
1999,Sexual (Li Da Di),Amber,21,post-metal,dance / electronic
1999,Steal My Sunshine,Len,21,pop,pop
1999,These Are The Times,Dru Hill,21,rnb,r&b / soul
1999,"""Bills, Bills, Bills""",Destiny's Child,20,rnb,r&b / soul
1999,808,Blaque,20,rnb,r&b / soul
1999,A Night To Remember,Joe Diffie,20,country,country
1999,Almost Doesn't Count,Brandy,20,rnb,r&b / soul
1999,Anyone Else,Collin Raye,20,country,country
1999,Bailamos,Enrique Iglesias,20,pop,pop
