Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
2022,Heat Waves,Glass Animals,91,indie,rock
2022,Levitating,Dua Lipa,77,pop,pop
2022,Save Your Tears,The Weeknd & Ariana Grande,69,pop,pop
2022,Stay,The Kid Laroi & Justin Bieber,63,pop,pop
2022,All I Want For Christmas Is You,Mariah Carey,57,pop,pop
2022,Bad Habits,Ed Sheeran,56,pop,pop
2022,Wasted On You,Morgan Wallen,56,country,country
2022,Cold Heart (PNAU Remix),Elton John & Dua Lipa,52,pop,pop
2022,Ghost,Justin Bieber,52,pop,pop
2022,Shivers,Ed Sheeran,52,pop,pop
2022,Woman,Doja Cat,52,afrobeat,pop
2022,Big Energy,Latto,51,rap,hip hop / rap
2022,Good 4 U,Olivia Rodrigo,51,pop rock,rock
2022,Rockin' Around The Christmas Tree,Brenda Lee,51,country,country
2022,Jingle Bell Rock,Bobby Helms,48,country,country
2022,Need To Know,Doja Cat,48,pop rap,pop
2022,Fancy Like,Walker Hayes,45,country,country
2022,Thats What I Want,Lil Nas X,45,pop,pop
2022,Kiss Me More,Doja Cat Featuring SZA,43,pop,pop
2022,You Right,Doja Cat & The Weeknd,43,pop,pop
2022,Industry Baby,Lil Nas X & Jack Harlow,42,pop,pop
2022,Super Gremlin,Kodak Black,42,trap,hip hop / rap
2022,Sand In My Boots,Morgan Wallen,41,country,country
2022,Running Up That Hill (A Deal With God),Kate Bush,40,pop,pop
2022,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",39,pop,pop
2022,As It Was,Harry Styles,38,pop,pop
2022,Buy Dirt,Jordan Davis Featuring Luke Bryan,37,country,country
2022,Get Into It (Yuh),Doja Cat,37,trap,hip hop / rap
2022,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",37,jazz,jazz
2022,'Til You Can't,Cody Johnson,36,country,country
2022,You Should Probably Leave,Chris Stapleton,36,country,country
2022,Essence,Wizkid Featuring Justin Bieber & Tems,35,afrobeat,hip hop / rap
2022,Montero (Call Me By Your Name),Lil Nas X,35,pop rap,pop
2022,Something In The Orange,Zach Bryan,35,country,country
2022,About Damn Time,Lizzo,33,disco,dance / electronic
2022,Fall In Love,Bailey Zimmerman,32,country,country
