Year,Song,Artist,Weeks in Charts,lastfm_top_tag,broad_genre
1989,Red Red Wine,UB40,40,reggae,reggae
1989,Into The Night,Benny Mardones,37,classic rock,rock
1989,Where Are You Now?,Jimmy Harnen With Synch,36,aor,rock
1989,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,29,pop,pop
1989,Hooked On You,Sweet Sensation,28,freestyle,pop
1989,"In Your Eyes (Theme From ""Say Anything"")",Peter Gabriel,28,progressive rock,rock
1989,"Kokomo (From""Cocktail"" )",The Beach Boys,28,pop,pop
1989,When I'm With You,Sheriff,28,hard rock,rock
1989,"""Wild, Wild West""",The Escape Club,27,pop,pop
1989,The Loco-Motion,Kylie Minogue,27,pop,pop
1989,"""Don't Worry, Be Happy (From ""Cocktail"")""",Bobby McFerrin,26,jazz,jazz
1989,Don't Be Cruel,Bobby Brown,26,rnb,r&b / soul
1989,Girl You Know It's True,Milli Vanilli,26,pop,pop
1989,Once Bitten Twice Shy,Great White,26,hard rock,rock
1989,You Got It (The Right Stuff),New Kids on the Block,26,pop,pop
1989,Groovy Kind Of Love,Phil Collins,25,pop,pop
1989,I Like It,Dino,25,house,dance / electronic
1989,My Heart Can't Tell You No,Rod Stewart,25,classic rock,rock
1989,Straight Up,Paula Abdul,25,pop,pop
1989,The Lover In Me,Sheena Easton,25,pop,pop
1989,The Promise,When In Rome,25,new wave,rock
1989,The Way You Love Me,Karyn White,25,soul,r&b / soul
1989,Waiting For A Star To Fall,Boy Meets Girl,25,pop,pop
1989,Wild Thing,Tone-Loc,25,hip-hop,hip hop / rap
1989,"""Baby, I Love Your Way/Freebird Medley""",Will to Power,24,pop,pop
1989,Buffalo Stance,Neneh Cherry,24,pop,pop
1989,Forever Young,Rod Stewart,24,classic rock,rock
1989,Look Away,Chicago,24,classic rock,rock
1989,My Prerogative,Bobby Brown,24,rnb,r&b / soul
1989,Thinking Of You,SaFire,24,freestyle,latin
1989,Bust A Move,Young M.C.,23,hip-hop,hip hop / rap
1989,I Wanna Have Some Fun,Samantha Fox,23,pop,pop
1989,If I Could Turn Back Time,Cher,23,pop,pop
1989,Love Bites,Def Leppard,23,hard rock,rock
1989,Never Tear Us Apart,INXS,23,rock,rock
1989,She Drives Me Crazy,Fine Young Cannibals,23,new wave,rock
1989,When The Children Cry,White Lion,23,hard rock,rock
1989,Angel Eyes,The Jeff Healey Band,22,blues rock,blues
1989,Another Lover,Giant Steps,22,ska,reggae
1989,Don't Know What You Got (Till It's Gone),Cinderella,22,hard rock,rock
1989,Forever Your Girl,Paula Abdul,22,pop,pop
1989,Girl I'm Gonna Miss You,Milli Vanilli,22,pop,pop
1989,Giving You The Best That I Got,Anita Baker,22,soul,r&b / soul
1989,How Can I Fall?,Breathe,22,pop,pop
1989,I'll Be There For You,Bon Jovi,22,rock,rock
1989,If You Don't Know Me By Now,Simply Red,22,pop,pop
1989,(You're My One And Only) True Love,Seduction,21,hardcore,pop
1989,All This Time,Tiffany,21,pop,pop
1989,Baby Don't Forget My Number,Milli Vanilli,21,pop,pop
1989,Cold Hearted,Paula Abdul,21,pop,pop
1989,Edge Of A Broken Heart,Vixen,21,hard rock,rock
1989,Every Little Step,Bobby Brown,21,rnb,r&b / soul
1989,Every Rose Has Its Thorn,Poison,21,hard rock,rock
1989,I Remember Holding You,Boys Club,21,pop,pop
1989,I'll Be Loving You (Forever),New Kids on the Block,21,pop,pop
1989,Right Here Waiting,Richard Marx,21,pop,pop
1989,"Rock On (From ""Dream A Little Dream"")",Michael Damian,21,pop,pop
1989,Second Chance,Thirty Eight Special,21,southern rock,rock
1989,Secret Rendezvous,Karyn White,21,soul,r&b / soul
1989,Walk On Water,Eddie Money,21,classic rock,rock
1989,(It's Just) The Way That You Love Me,Paula Abdul,20,pop,pop
1989,18 And Life,Skid Row,20,hard rock,rock
1989,A Shoulder To Cry On,Tommy Page,20,pop,pop
1989,"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,20,pop,pop
1989,Bad Medicine,Bon Jovi,20,rock,rock
1989,Born To Be My Baby,Bon Jovi,20,rock,rock
1989,Don't Rush Me,Taylor Dayne,20,pop,pop
1989,Don't Shut Me Out,Kevin Paige,20,pop,pop
1989,Dreamin',Vanessa Williams,20,pop,pop
1989,Finish What Ya Started,Van Halen,20,hard rock,rock
1989,I Wanna Be The One,Stevie B,20,freestyle,pop
1989,In Your Room,The Bangles,20,pop,pop
1989,Keep On Movin',Soul II Soul Featuring Caron Wheeler,20,soul,r&b / soul
1989,More Than You Know,Martika,20,pop,pop
1989,"On Our Own (From ""Ghostbusters II"")",Bobby Brown,20,rnb,r&b / soul
1989,So Alive,Love And Rockets,20,post-punk,rock
1989,The Living Years,Mike + The Mechanics,20,rock,rock
1989,Toy Soldiers,Martika,20,pop,pop
1989,When I Looked At Him,Expose,20,pop,pop
1989,Dial My Heart,The Boys,19,punk,rock
1989,Eternal Flame,The Bangles,19,pop,pop
1989,Everlasting Love,Howard Jones,19,new wave,rock
1989,Heaven,Warrant,19,hard rock,rock
1989,Listen To Your Heart,Roxette,19,pop,pop
